ID,Category,Years_Experience,Skills,Resume
RES0190,Python Developer,1,Django; Docker; Pandas; Git; Flask; REST API,"Motivated Python Developer candidate (1 years experience, B.Com, State University) proficient in Django, Docker, Pandas, Git, Flask, REST API. Hands-on experience building solutions with Docker and REST API. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0040,Data Science,11,NumPy; Data Visualization; TensorFlow; Tableau; SQL; Statistics; Scikit-learn; Machine Learning,"Data Science specialist with 11 years in the industry, holding a B.Com from Metropolitan University. Core competencies include NumPy, Data Visualization, TensorFlow, Tableau, SQL, Statistics, Scikit-learn, Machine Learning. Led initiatives using Machine Learning that improved key metrics, and collaborated cross-functionally leveraging Data Visualization. Passionate about continuous learning and staying current with industry trends. Certifications: None."
RES0432,Sales,2,Negotiation; CRM; Sales Strategy; Cold Calling; Lead Generation; Client Relationship Management,"Sales specialist with 2 years in the industry, holding a B.Tech from City College. Core competencies include Negotiation, CRM, Sales Strategy, Cold Calling, Lead Generation, Client Relationship Management. Led initiatives using Lead Generation that improved key metrics, and collaborated cross-functionally leveraging Client Relationship Management. Passionate about continuous learning and staying current with industry trends. Certifications: AWS Certified Associate."
RES0402,Sales,3,Lead Generation; Cold Calling; Negotiation; Sales Strategy; CRM,"Result-driven Sales professional with 3 years of experience. Skilled in Lead Generation, Cold Calling, Negotiation, Sales Strategy, CRM. Completed MBA from State University. Worked on projects involving Negotiation and Cold Calling, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Coursera Professional Certificate."
RES0244,Network Security Engineer,3,Penetration Testing; Python; SIEM; Vulnerability Assessment; Linux; Firewalls; Network Protocols; Risk Assessment; Cryptography,"Motivated Network Security Engineer candidate (3 years experience, M.Sc, National College) proficient in Penetration Testing, Python, SIEM, Vulnerability Assessment, Linux, Firewalls, Network Protocols, Risk Assessment, Cryptography. Hands-on experience building solutions with Firewalls and Network Protocols. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0067,Web Development,6,REST API; CSS; Git; HTML; Responsive Design; Node.js; React,"Web Development specialist with 6 years in the industry, holding a B.Tech from Institute of Technology. Core competencies include REST API, CSS, Git, HTML, Responsive Design, Node.js, React. Led initiatives using Responsive Design that improved key metrics, and collaborated cross-functionally leveraging Git. Passionate about continuous learning and staying current with industry trends. Certifications: Microsoft Certified."
RES0337,Digital Marketing,11,Marketing Strategy; Social Media; Email Marketing; PPC; Excel; SEO,"Motivated Digital Marketing candidate (11 years experience, B.Sc, State University) proficient in Marketing Strategy, Social Media, Email Marketing, PPC, Excel, SEO. Hands-on experience building solutions with Excel and Marketing Strategy. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0466,Mechanical Engineer,0,Quality Control; SolidWorks; AutoCAD; Six Sigma; Thermodynamics; Manufacturing; Project Management,"Motivated Mechanical Engineer candidate (0 years experience, MCA, Technical Institute) proficient in Quality Control, SolidWorks, AutoCAD, Six Sigma, Thermodynamics, Manufacturing, Project Management. Hands-on experience building solutions with SolidWorks and Thermodynamics. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Coursera Professional Certificate."
RES0420,Sales,6,Lead Generation; Cold Calling; CRM; Negotiation; Sales Strategy,"Result-driven Sales professional with 6 years of experience. Skilled in Lead Generation, Cold Calling, CRM, Negotiation, Sales Strategy. Completed BCA from National College. Worked on projects involving Negotiation and CRM, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Google Certification."
RES0042,Web Development,2,JavaScript; Responsive Design; React; Git; REST API,"Motivated Web Development candidate (2 years experience, M.Tech, State University) proficient in JavaScript, Responsive Design, React, Git, REST API. Hands-on experience building solutions with Git and REST API. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: AWS Certified Associate."
RES0534,Graphic Designer,2,Photoshop; Illustrator; Communication; Branding; Figma; Typography; InDesign,"Motivated Graphic Designer candidate (2 years experience, B.Com, City College) proficient in Photoshop, Illustrator, Communication, Branding, Figma, Typography, InDesign. Hands-on experience building solutions with Figma and Illustrator. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0218,DevOps Engineer,12,Monitoring; Linux; AWS; Ansible; Shell Scripting; Kubernetes; Terraform,"Motivated DevOps Engineer candidate (12 years experience, B.Tech, Technical Institute) proficient in Monitoring, Linux, AWS, Ansible, Shell Scripting, Kubernetes, Terraform. Hands-on experience building solutions with AWS and Shell Scripting. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: AWS Certified Associate."
RES0435,Sales,11,Client Relationship Management; Lead Generation; Cold Calling; Communication; CRM,"Motivated Sales candidate (11 years experience, M.Tech, Technical Institute) proficient in Client Relationship Management, Lead Generation, Cold Calling, Communication, CRM. Hands-on experience building solutions with Client Relationship Management and CRM. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0051,Web Development,5,JavaScript; Express.js; Node.js; MongoDB; React; Git; TypeScript; Responsive Design,"Web Development specialist with 5 years in the industry, holding a M.Tech from State University. Core competencies include JavaScript, Express.js, Node.js, MongoDB, React, Git, TypeScript, Responsive Design. Led initiatives using React that improved key metrics, and collaborated cross-functionally leveraging MongoDB. Passionate about continuous learning and staying current with industry trends. Certifications: Google Certification."
RES0456,Mechanical Engineer,10,Project Management; AutoCAD; Quality Control; Six Sigma; Manufacturing; SolidWorks; Thermodynamics,"Motivated Mechanical Engineer candidate (10 years experience, B.Tech, State University) proficient in Project Management, AutoCAD, Quality Control, Six Sigma, Manufacturing, SolidWorks, Thermodynamics. Hands-on experience building solutions with AutoCAD and Thermodynamics. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0574,Health and Fitness,7,Exercise Physiology; Client Assessment; Communication; First Aid; Nutrition Planning; Program Design,"Result-driven Health and Fitness professional with 7 years of experience. Skilled in Exercise Physiology, Client Assessment, Communication, First Aid, Nutrition Planning, Program Design. Completed B.E. from National College. Worked on projects involving Program Design and First Aid, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: None."
RES0099,Android Development,0,Java; Android SDK; REST API; Git; MVVM; Material Design; SQLite,"Result-driven Android Development professional with 0 years of experience. Skilled in Java, Android SDK, REST API, Git, MVVM, Material Design, SQLite. Completed B.E. from Institute of Technology. Worked on projects involving MVVM and Material Design, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: PMP."
RES0299,Business Analyst,3,Data Visualization; SQL; Process Improvement; Tableau; Power BI; Excel; Communication; Requirements Gathering,"Result-driven Business Analyst professional with 3 years of experience. Skilled in Data Visualization, SQL, Process Improvement, Tableau, Power BI, Excel, Communication, Requirements Gathering. Completed MCA from National College. Worked on projects involving Power BI and Tableau, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Coursera Professional Certificate."
RES0475,Mechanical Engineer,10,SolidWorks; MATLAB; AutoCAD; Project Management; Six Sigma; Manufacturing,"Mechanical Engineer specialist with 10 years in the industry, holding a B.E. from State University. Core competencies include SolidWorks, MATLAB, AutoCAD, Project Management, Six Sigma, Manufacturing. Led initiatives using Manufacturing that improved key metrics, and collaborated cross-functionally leveraging MATLAB. Passionate about continuous learning and staying current with industry trends. Certifications: AWS Certified Associate."
RES0168,Python Developer,7,Celery; Unit Testing; Flask; Django; Docker; REST API,"Result-driven Python Developer professional with 7 years of experience. Skilled in Celery, Unit Testing, Flask, Django, Docker, REST API. Completed B.Sc from City College. Worked on projects involving Unit Testing and Docker, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: PMP."
RES0054,Web Development,11,React; Node.js; REST API; MongoDB; TypeScript; Git; JavaScript; Responsive Design,"Web Development specialist with 11 years in the industry, holding a B.Com from National College. Core competencies include React, Node.js, REST API, MongoDB, TypeScript, Git, JavaScript, Responsive Design. Led initiatives using Git that improved key metrics, and collaborated cross-functionally leveraging Responsive Design. Passionate about continuous learning and staying current with industry trends. Certifications: PMP."
RES0127,Java Developer,0,Hibernate; Spring Boot; Maven; Java; Multithreading; JUnit,"Java Developer specialist with 0 years in the industry, holding a M.Tech from State University. Core competencies include Hibernate, Spring Boot, Maven, Java, Multithreading, JUnit. Led initiatives using Maven that improved key metrics, and collaborated cross-functionally leveraging JUnit. Passionate about continuous learning and staying current with industry trends. Certifications: Microsoft Certified."
RES0397,HR,1,Excel; Recruitment; Employee Engagement; Onboarding; Conflict Resolution; Performance Management; HRIS; Payroll; Communication,"Motivated HR candidate (1 years experience, MCA, City College) proficient in Excel, Recruitment, Employee Engagement, Onboarding, Conflict Resolution, Performance Management, HRIS, Payroll, Communication. Hands-on experience building solutions with Excel and Performance Management. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0194,Python Developer,2,Docker; Celery; SQL; Flask; REST API; Unit Testing; Git,"Result-driven Python Developer professional with 2 years of experience. Skilled in Docker, Celery, SQL, Flask, REST API, Unit Testing, Git. Completed BCA from State University. Worked on projects involving Git and REST API, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0072,Web Development,11,REST API; React; TypeScript; Git; CSS; Express.js; HTML; JavaScript,"Motivated Web Development candidate (11 years experience, MCA, City College) proficient in REST API, React, TypeScript, Git, CSS, Express.js, HTML, JavaScript. Hands-on experience building solutions with HTML and Git. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0345,Digital Marketing,0,Communication; Copywriting; Social Media; Email Marketing; Google Analytics; Marketing Strategy; SEO; Excel,"Motivated Digital Marketing candidate (0 years experience, B.E., Technical Institute) proficient in Communication, Copywriting, Social Media, Email Marketing, Google Analytics, Marketing Strategy, SEO, Excel. Hands-on experience building solutions with Social Media and Copywriting. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0477,Mechanical Engineer,1,Quality Control; Project Management; Thermodynamics; SolidWorks; Manufacturing,"Motivated Mechanical Engineer candidate (1 years experience, MCA, Institute of Technology) proficient in Quality Control, Project Management, Thermodynamics, SolidWorks, Manufacturing. Hands-on experience building solutions with Manufacturing and SolidWorks. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Google Certification."
RES0342,Digital Marketing,9,Email Marketing; Marketing Strategy; Content Marketing; Social Media; PPC; Excel; Communication,"Motivated Digital Marketing candidate (9 years experience, B.Sc, Technical Institute) proficient in Email Marketing, Marketing Strategy, Content Marketing, Social Media, PPC, Excel, Communication. Hands-on experience building solutions with Content Marketing and Social Media. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Google Certification."
RES0403,Sales,4,Excel; CRM; Sales Strategy; Lead Generation; Client Relationship Management; Communication; Negotiation; Cold Calling,"Motivated Sales candidate (4 years experience, M.Sc, State University) proficient in Excel, CRM, Sales Strategy, Lead Generation, Client Relationship Management, Communication, Negotiation, Cold Calling. Hands-on experience building solutions with Negotiation and Client Relationship Management. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Google Certification."
RES0154,Java Developer,10,Hibernate; JUnit; SQL; REST API; Multithreading,"Java Developer specialist with 10 years in the industry, holding a MCA from Technical Institute. Core competencies include Hibernate, JUnit, SQL, REST API, Multithreading. Led initiatives using REST API that improved key metrics, and collaborated cross-functionally leveraging SQL. Passionate about continuous learning and staying current with industry trends. Certifications: Google Certification."
RES0180,Python Developer,3,Celery; Python; Django; Docker; REST API; Git; Pandas; SQL,"Motivated Python Developer candidate (3 years experience, MBA, National College) proficient in Celery, Python, Django, Docker, REST API, Git, Pandas, SQL. Hands-on experience building solutions with Celery and Python. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Google Certification."
RES0120,Android Development,3,REST API; SQLite; Android SDK; Material Design; Firebase; Java,"Android Development specialist with 3 years in the industry, holding a MCA from National College. Core competencies include REST API, SQLite, Android SDK, Material Design, Firebase, Java. Led initiatives using REST API that improved key metrics, and collaborated cross-functionally leveraging Material Design. Passionate about continuous learning and staying current with industry trends. Certifications: Coursera Professional Certificate."
RES0305,Business Analyst,2,Data Visualization; Process Improvement; Excel; Agile; Tableau; SQL; Requirements Gathering; Stakeholder Management,"Business Analyst specialist with 2 years in the industry, holding a B.Sc from Metropolitan University. Core competencies include Data Visualization, Process Improvement, Excel, Agile, Tableau, SQL, Requirements Gathering, Stakeholder Management. Led initiatives using SQL that improved key metrics, and collaborated cross-functionally leveraging Process Improvement. Passionate about continuous learning and staying current with industry trends. Certifications: AWS Certified Associate."
RES0549,Graphic Designer,8,Typography; Illustrator; Figma; Communication; Photoshop,"Motivated Graphic Designer candidate (8 years experience, MBA, State University) proficient in Typography, Illustrator, Figma, Communication, Photoshop. Hands-on experience building solutions with Communication and Photoshop. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0577,Health and Fitness,1,Exercise Physiology; Communication; First Aid; Client Assessment; CPR Certified; Nutrition Planning,"Health and Fitness specialist with 1 years in the industry, holding a MBA from City College. Core competencies include Exercise Physiology, Communication, First Aid, Client Assessment, CPR Certified, Nutrition Planning. Led initiatives using CPR Certified that improved key metrics, and collaborated cross-functionally leveraging Client Assessment. Passionate about continuous learning and staying current with industry trends. Certifications: Google Certification."
RES0377,HR,4,Excel; Employee Engagement; Recruitment; Communication; HRIS,"Result-driven HR professional with 4 years of experience. Skilled in Excel, Employee Engagement, Recruitment, Communication, HRIS. Completed M.Tech from Institute of Technology. Worked on projects involving Recruitment and Communication, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: None."
RES0584,Health and Fitness,10,First Aid; Program Design; Client Assessment; Nutrition Planning; Exercise Physiology; CPR Certified,"Result-driven Health and Fitness professional with 10 years of experience. Skilled in First Aid, Program Design, Client Assessment, Nutrition Planning, Exercise Physiology, CPR Certified. Completed MCA from National College. Worked on projects involving CPR Certified and Exercise Physiology, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Google Certification."
RES0298,Business Analyst,3,Stakeholder Management; Data Visualization; Excel; Communication; Requirements Gathering; SQL; Tableau; Power BI,"Motivated Business Analyst candidate (3 years experience, B.Tech, State University) proficient in Stakeholder Management, Data Visualization, Excel, Communication, Requirements Gathering, SQL, Tableau, Power BI. Hands-on experience building solutions with Data Visualization and Stakeholder Management. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0535,Graphic Designer,4,Illustrator; Photoshop; Typography; Creativity; Branding,"Motivated Graphic Designer candidate (4 years experience, B.E., Technical Institute) proficient in Illustrator, Photoshop, Typography, Creativity, Branding. Hands-on experience building solutions with Illustrator and Branding. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Google Certification."
RES0472,Mechanical Engineer,5,AutoCAD; Six Sigma; Quality Control; Thermodynamics; Manufacturing; MATLAB; SolidWorks,"Motivated Mechanical Engineer candidate (5 years experience, M.Sc, National College) proficient in AutoCAD, Six Sigma, Quality Control, Thermodynamics, Manufacturing, MATLAB, SolidWorks. Hands-on experience building solutions with SolidWorks and AutoCAD. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: AWS Certified Associate."
RES0557,Graphic Designer,7,Illustrator; Figma; Creativity; Photoshop; InDesign; Communication,"Result-driven Graphic Designer professional with 7 years of experience. Skilled in Illustrator, Figma, Creativity, Photoshop, InDesign, Communication. Completed MCA from Technical Institute. Worked on projects involving Photoshop and Communication, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: None."
RES0003,Data Science,1,Machine Learning; Python; NumPy; Statistics; SQL; Tableau; Pandas; Data Visualization; TensorFlow,"Motivated Data Science candidate (1 years experience, B.Sc, Metropolitan University) proficient in Machine Learning, Python, NumPy, Statistics, SQL, Tableau, Pandas, Data Visualization, TensorFlow. Hands-on experience building solutions with Python and Tableau. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: AWS Certified Associate."
RES0514,Civil Engineer,2,Project Management; AutoCAD; Structural Analysis; Cost Estimation; Surveying; Construction Management,"Result-driven Civil Engineer professional with 2 years of experience. Skilled in Project Management, AutoCAD, Structural Analysis, Cost Estimation, Surveying, Construction Management. Completed B.E. from City College. Worked on projects involving Surveying and Structural Analysis, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Google Certification."
RES0153,Java Developer,11,Maven; Git; Microservices; Spring Boot; SQL,"Motivated Java Developer candidate (11 years experience, M.Tech, Metropolitan University) proficient in Maven, Git, Microservices, Spring Boot, SQL. Hands-on experience building solutions with SQL and Spring Boot. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0555,Graphic Designer,8,Figma; Communication; Illustrator; Branding; UI/UX; Creativity; Typography; InDesign; Photoshop,"Result-driven Graphic Designer professional with 8 years of experience. Skilled in Figma, Communication, Illustrator, Branding, UI/UX, Creativity, Typography, InDesign, Photoshop. Completed M.Tech from National College. Worked on projects involving InDesign and Illustrator, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Google Certification."
RES0374,HR,10,Payroll; Onboarding; Recruitment; Performance Management; Employee Engagement; Communication; HRIS; Excel,"HR specialist with 10 years in the industry, holding a M.Sc from City College. Core competencies include Payroll, Onboarding, Recruitment, Performance Management, Employee Engagement, Communication, HRIS, Excel. Led initiatives using Employee Engagement that improved key metrics, and collaborated cross-functionally leveraging Excel. Passionate about continuous learning and staying current with industry trends. Certifications: None."
RES0425,Sales,8,Negotiation; CRM; Client Relationship Management; Excel; Communication; Lead Generation; Cold Calling; Sales Strategy,"Sales specialist with 8 years in the industry, holding a B.Tech from Institute of Technology. Core competencies include Negotiation, CRM, Client Relationship Management, Excel, Communication, Lead Generation, Cold Calling, Sales Strategy. Led initiatives using Communication that improved key metrics, and collaborated cross-functionally leveraging Excel. Passionate about continuous learning and staying current with industry trends. Certifications: PMP."
RES0025,Data Science,2,Scikit-learn; TensorFlow; Machine Learning; NumPy; SQL; Python; Pandas; A/B Testing; Tableau,"Motivated Data Science candidate (2 years experience, MCA, Technical Institute) proficient in Scikit-learn, TensorFlow, Machine Learning, NumPy, SQL, Python, Pandas, A/B Testing, Tableau. Hands-on experience building solutions with SQL and Scikit-learn. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0064,Web Development,4,TypeScript; HTML; Git; REST API; Node.js,"Web Development specialist with 4 years in the industry, holding a B.Tech from State University. Core competencies include TypeScript, HTML, Git, REST API, Node.js. Led initiatives using HTML that improved key metrics, and collaborated cross-functionally leveraging TypeScript. Passionate about continuous learning and staying current with industry trends. Certifications: None."
RES0182,Python Developer,12,REST API; Celery; Git; Unit Testing; SQL; Docker; Python,"Python Developer specialist with 12 years in the industry, holding a MCA from National College. Core competencies include REST API, Celery, Git, Unit Testing, SQL, Docker, Python. Led initiatives using Celery that improved key metrics, and collaborated cross-functionally leveraging Git. Passionate about continuous learning and staying current with industry trends. Certifications: AWS Certified Associate."
RES0260,Network Security Engineer,5,Risk Assessment; Cryptography; Firewalls; Penetration Testing; Network Protocols,"Result-driven Network Security Engineer professional with 5 years of experience. Skilled in Risk Assessment, Cryptography, Firewalls, Penetration Testing, Network Protocols. Completed M.Tech from City College. Worked on projects involving Network Protocols and Risk Assessment, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: PMP."
RES0322,Digital Marketing,2,Communication; Marketing Strategy; PPC; SEO; Copywriting; Content Marketing; Google Analytics,"Digital Marketing specialist with 2 years in the industry, holding a B.Com from State University. Core competencies include Communication, Marketing Strategy, PPC, SEO, Copywriting, Content Marketing, Google Analytics. Led initiatives using Google Analytics that improved key metrics, and collaborated cross-functionally leveraging Copywriting. Passionate about continuous learning and staying current with industry trends. Certifications: Google Certification."
RES0479,Mechanical Engineer,4,Six Sigma; AutoCAD; Manufacturing; SolidWorks; Project Management; MATLAB; Quality Control,"Result-driven Mechanical Engineer professional with 4 years of experience. Skilled in Six Sigma, AutoCAD, Manufacturing, SolidWorks, Project Management, MATLAB, Quality Control. Completed B.E. from City College. Worked on projects involving Manufacturing and SolidWorks, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Microsoft Certified."
RES0510,Civil Engineer,1,AutoCAD; Construction Management; Structural Analysis; Project Management; Cost Estimation,"Result-driven Civil Engineer professional with 1 years of experience. Skilled in AutoCAD, Construction Management, Structural Analysis, Project Management, Cost Estimation. Completed B.E. from National College. Worked on projects involving AutoCAD and Construction Management, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: PMP."
RES0031,Data Science,3,A/B Testing; Scikit-learn; Machine Learning; NumPy; Pandas; Excel; Python; Statistics,"Result-driven Data Science professional with 3 years of experience. Skilled in A/B Testing, Scikit-learn, Machine Learning, NumPy, Pandas, Excel, Python, Statistics. Completed M.Tech from Metropolitan University. Worked on projects involving Excel and Machine Learning, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Google Certification."
RES0375,HR,2,Performance Management; Communication; Conflict Resolution; Excel; Payroll; HRIS; Onboarding,"Motivated HR candidate (2 years experience, B.E., State University) proficient in Performance Management, Communication, Conflict Resolution, Excel, Payroll, HRIS, Onboarding. Hands-on experience building solutions with Communication and HRIS. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Google Certification."
RES0057,Web Development,0,Express.js; Node.js; JavaScript; MongoDB; HTML,"Result-driven Web Development professional with 0 years of experience. Skilled in Express.js, Node.js, JavaScript, MongoDB, HTML. Completed M.Sc from Metropolitan University. Worked on projects involving MongoDB and HTML, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0259,Network Security Engineer,6,SIEM; Python; Vulnerability Assessment; Penetration Testing; IDS/IPS; Network Protocols; Cryptography,"Result-driven Network Security Engineer professional with 6 years of experience. Skilled in SIEM, Python, Vulnerability Assessment, Penetration Testing, IDS/IPS, Network Protocols, Cryptography. Completed M.Sc from City College. Worked on projects involving Network Protocols and Vulnerability Assessment, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Google Certification."
RES0217,DevOps Engineer,1,CI/CD; Linux; Kubernetes; Shell Scripting; AWS; Docker; Git; Monitoring; Ansible,"Motivated DevOps Engineer candidate (1 years experience, MCA, State University) proficient in CI/CD, Linux, Kubernetes, Shell Scripting, AWS, Docker, Git, Monitoring, Ansible. Hands-on experience building solutions with Shell Scripting and Ansible. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0409,Sales,10,Communication; CRM; Negotiation; Lead Generation; Cold Calling; Sales Strategy,"Sales specialist with 10 years in the industry, holding a B.Sc from State University. Core competencies include Communication, CRM, Negotiation, Lead Generation, Cold Calling, Sales Strategy. Led initiatives using Sales Strategy that improved key metrics, and collaborated cross-functionally leveraging Lead Generation. Passionate about continuous learning and staying current with industry trends. Certifications: PMP."
RES0445,Mechanical Engineer,0,SolidWorks; Project Management; Quality Control; Six Sigma; MATLAB; Thermodynamics,"Result-driven Mechanical Engineer professional with 0 years of experience. Skilled in SolidWorks, Project Management, Quality Control, Six Sigma, MATLAB, Thermodynamics. Completed MCA from Metropolitan University. Worked on projects involving Thermodynamics and MATLAB, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Coursera Professional Certificate."
RES0556,Graphic Designer,4,InDesign; Creativity; Figma; Photoshop; Illustrator; UI/UX; Typography,"Graphic Designer specialist with 4 years in the industry, holding a B.E. from National College. Core competencies include InDesign, Creativity, Figma, Photoshop, Illustrator, UI/UX, Typography. Led initiatives using UI/UX that improved key metrics, and collaborated cross-functionally leveraging Illustrator. Passionate about continuous learning and staying current with industry trends. Certifications: Google Certification."
RES0581,Health and Fitness,5,Communication; First Aid; Program Design; CPR Certified; Nutrition Planning; Client Assessment; Exercise Physiology,"Result-driven Health and Fitness professional with 5 years of experience. Skilled in Communication, First Aid, Program Design, CPR Certified, Nutrition Planning, Client Assessment, Exercise Physiology. Completed B.Sc from Institute of Technology. Worked on projects involving Exercise Physiology and Program Design, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Google Certification."
RES0304,Business Analyst,6,Tableau; Excel; Requirements Gathering; Communication; Data Visualization; Stakeholder Management; Process Improvement,"Motivated Business Analyst candidate (6 years experience, M.Tech, Metropolitan University) proficient in Tableau, Excel, Requirements Gathering, Communication, Data Visualization, Stakeholder Management, Process Improvement. Hands-on experience building solutions with Requirements Gathering and Stakeholder Management. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0589,Health and Fitness,7,Client Assessment; First Aid; Exercise Physiology; Communication; Program Design; Nutrition Planning; CPR Certified,"Result-driven Health and Fitness professional with 7 years of experience. Skilled in Client Assessment, First Aid, Exercise Physiology, Communication, Program Design, Nutrition Planning, CPR Certified. Completed BCA from State University. Worked on projects involving CPR Certified and Communication, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0015,Data Science,11,Python; Tableau; TensorFlow; Scikit-learn; A/B Testing; Excel; Statistics,"Result-driven Data Science professional with 11 years of experience. Skilled in Python, Tableau, TensorFlow, Scikit-learn, A/B Testing, Excel, Statistics. Completed B.Tech from Institute of Technology. Worked on projects involving Python and Statistics, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0012,Data Science,5,Tableau; SQL; Data Visualization; Python; Pandas,"Result-driven Data Science professional with 5 years of experience. Skilled in Tableau, SQL, Data Visualization, Python, Pandas. Completed M.Sc from Institute of Technology. Worked on projects involving Tableau and SQL, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Microsoft Certified."
RES0082,Android Development,5,Jetpack Compose; Git; Android SDK; Java; SQLite,"Android Development specialist with 5 years in the industry, holding a BCA from Institute of Technology. Core competencies include Jetpack Compose, Git, Android SDK, Java, SQLite. Led initiatives using Git that improved key metrics, and collaborated cross-functionally leveraging SQLite. Passionate about continuous learning and staying current with industry trends. Certifications: Microsoft Certified."
RES0326,Digital Marketing,3,Google Analytics; Content Marketing; SEO; PPC; Communication,"Motivated Digital Marketing candidate (3 years experience, M.Tech, City College) proficient in Google Analytics, Content Marketing, SEO, PPC, Communication. Hands-on experience building solutions with PPC and Google Analytics. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Google Certification."
RES0388,HR,7,Communication; Employee Engagement; Conflict Resolution; Payroll; Recruitment; Excel; Onboarding,"Result-driven HR professional with 7 years of experience. Skilled in Communication, Employee Engagement, Conflict Resolution, Payroll, Recruitment, Excel, Onboarding. Completed M.Sc from Institute of Technology. Worked on projects involving Conflict Resolution and Communication, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: None."
