Job_ID,Title,Category,Company,Location,Skills,Experience_Required,Salary_LPA,Description
JOB00051,Web Developer,Web Development,"Brooks, Lam and Hayes",Ahmedabad,HTML; TypeScript; MongoDB; Git; Node.js; REST API,3-6 years,4-7,"We are looking for a Web Developer to join our growing team. The ideal candidate has hands-on experience with HTML, TypeScript, MongoDB, Git, Node.js, REST API and can work independently on REST API-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to HTML initiatives, and driving continuous improvement. 3+ years of relevant experience required."
JOB00418,Manufacturing Engineer,Mechanical Engineer,Thomas and Sons,Pune,SolidWorks; Thermodynamics; Six Sigma; Project Management,2-5 years,15-17,"We are looking for a Manufacturing Engineer to join our growing team. The ideal candidate has hands-on experience with SolidWorks, Thermodynamics, Six Sigma, Project Management and can work independently on Thermodynamics-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Project Management initiatives, and driving continuous improvement. 2+ years of relevant experience required."
JOB00162,Backend Python Engineer,Python Developer,Stein-Silva,Delhi NCR,Git; SQL; Unit Testing; Celery; REST API,0-3 years,20-23,"Stein-Silva is hiring a Backend Python Engineer for our Delhi NCR office. You will use Git, SQL, Unit Testing, Celery, REST API daily and help scale our Git capabilities. We value strong fundamentals in Unit Testing and a collaborative mindset. Minimum 0 years of experience in a similar role."
JOB00421,Civil Site Engineer,Civil Engineer,Marshall-Elliott,Noida,Surveying; AutoCAD; Structural Analysis; Revit,4-7 years,4-6,"We are looking for a Civil Site Engineer to join our growing team. The ideal candidate has hands-on experience with Surveying, AutoCAD, Structural Analysis, Revit and can work independently on Structural Analysis-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Revit initiatives, and driving continuous improvement. 4+ years of relevant experience required."
JOB00192,Site Reliability Engineer,DevOps Engineer,"Wood, Hunter and Peterson",Chennai,Git; Monitoring; Ansible; CI/CD; Linux; Shell Scripting; Kubernetes,1-4 years,7-11,"Wood, Hunter and Peterson is hiring a Site Reliability Engineer for our Chennai office. You will use Git, Monitoring, Ansible, CI/CD, Linux, Shell Scripting, Kubernetes daily and help scale our Monitoring capabilities. We value strong fundamentals in Shell Scripting and a collaborative mindset. Minimum 1 years of experience in a similar role."
JOB00154,Backend Python Engineer,Python Developer,Green-Wright,Delhi NCR,SQL; Pandas; Docker; Git,1-4 years,18-21,"Exciting opportunity for a Backend Python Engineer at Green-Wright. Must be proficient in SQL, Pandas, Docker, Git, with practical exposure to Git and Docker. You'll work in an agile environment solving real business problems. 1+ years experience preferred."
JOB00193,Cloud Engineer,DevOps Engineer,Short-Garcia,Remote,Kubernetes; Shell Scripting; CI/CD; Docker; Ansible; Monitoring; AWS,0-3 years,12-15,"Short-Garcia is hiring a Cloud Engineer for our Remote office. You will use Kubernetes, Shell Scripting, CI/CD, Docker, Ansible, Monitoring, AWS daily and help scale our Ansible capabilities. We value strong fundamentals in Docker and a collaborative mindset. Minimum 0 years of experience in a similar role."
JOB00380,Account Manager,Sales,Boone LLC,Chennai,Lead Generation; CRM; Excel; Negotiation; Client Relationship Management,6-9 years,12-16,"We are looking for a Account Manager to join our growing team. The ideal candidate has hands-on experience with Lead Generation, CRM, Excel, Negotiation, Client Relationship Management and can work independently on Lead Generation-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to CRM initiatives, and driving continuous improvement. 6+ years of relevant experience required."
JOB00212,Cybersecurity Analyst,Network Security Engineer,King-Martinez,Hyderabad,Python; Vulnerability Assessment; SIEM; Network Protocols; Cryptography; Risk Assessment; IDS/IPS; Firewalls,6-9 years,18-20,"Exciting opportunity for a Cybersecurity Analyst at King-Martinez. Must be proficient in Python, Vulnerability Assessment, SIEM, Network Protocols, Cryptography, Risk Assessment, IDS/IPS, Firewalls, with practical exposure to Python and Network Protocols. You'll work in an agile environment solving real business problems. 6+ years experience preferred."
JOB00060,Full Stack Developer,Web Development,Gomez-Jenkins,Remote,MongoDB; Git; TypeScript; Express.js; REST API; JavaScript,6-9 years,17-19,"We are looking for a Full Stack Developer to join our growing team. The ideal candidate has hands-on experience with MongoDB, Git, TypeScript, Express.js, REST API, JavaScript and can work independently on JavaScript-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to REST API initiatives, and driving continuous improvement. 6+ years of relevant experience required."
JOB00153,Python Developer,Python Developer,Manning Group,Bengaluru,Celery; Python; SQL; Git,8-11 years,9-17,"Manning Group is hiring a Python Developer for our Bengaluru office. You will use Celery, Python, SQL, Git daily and help scale our Celery capabilities. We value strong fundamentals in Python and a collaborative mindset. Minimum 8 years of experience in a similar role."
JOB00303,SEO Specialist,Digital Marketing,Santana-Byrd,Remote,Social Media; Email Marketing; Copywriting; Google Analytics; Content Marketing,4-7 years,15-22,"Santana-Byrd is hiring a SEO Specialist for our Remote office. You will use Social Media, Email Marketing, Copywriting, Google Analytics, Content Marketing daily and help scale our Social Media capabilities. We value strong fundamentals in Google Analytics and a collaborative mindset. Minimum 4 years of experience in a similar role."
JOB00038,Web Developer,Web Development,"Baker, Mason and White",Chennai,React; Express.js; REST API; MongoDB; Responsive Design; Git; Node.js; HTML,1-4 years,13-21,"Exciting opportunity for a Web Developer at Baker, Mason and White. Must be proficient in React, Express.js, REST API, MongoDB, Responsive Design, Git, Node.js, HTML, with practical exposure to HTML and REST API. You'll work in an agile environment solving real business problems. 1+ years experience preferred."
JOB00447,Structural Engineer,Civil Engineer,"Henderson, Cox and Cox",Delhi NCR,Surveying; Project Management; Construction Management; Structural Analysis; AutoCAD,3-6 years,19-21,"Exciting opportunity for a Structural Engineer at Henderson, Cox and Cox. Must be proficient in Surveying, Project Management, Construction Management, Structural Analysis, AutoCAD, with practical exposure to Surveying and Construction Management. You'll work in an agile environment solving real business problems. 3+ years experience preferred."
JOB00381,Business Development Executive,Sales,"Richardson, Farmer and Andrews",Kolkata,Excel; Cold Calling; Communication; Client Relationship Management; Lead Generation; Negotiation,5-8 years,5-13,"Exciting opportunity for a Business Development Executive at Richardson, Farmer and Andrews. Must be proficient in Excel, Cold Calling, Communication, Client Relationship Management, Lead Generation, Negotiation, with practical exposure to Negotiation and Cold Calling. You'll work in an agile environment solving real business problems. 5+ years experience preferred."
JOB00065,Web Developer,Web Development,Baxter Inc,Pune,Responsive Design; TypeScript; REST API; JavaScript,4-7 years,4-8,"Baxter Inc is hiring a Web Developer for our Pune office. You will use Responsive Design, TypeScript, REST API, JavaScript daily and help scale our JavaScript capabilities. We value strong fundamentals in REST API and a collaborative mindset. Minimum 4 years of experience in a similar role."
JOB00454,Civil Site Engineer,Civil Engineer,White Ltd,Pune,Revit; AutoCAD; Cost Estimation; Construction Management,3-6 years,20-25,"White Ltd is hiring a Civil Site Engineer for our Pune office. You will use Revit, AutoCAD, Cost Estimation, Construction Management daily and help scale our Revit capabilities. We value strong fundamentals in AutoCAD and a collaborative mindset. Minimum 3 years of experience in a similar role."
JOB00258,Product Analyst,Business Analyst,"Bryan, Smith and Booth",Ahmedabad,Stakeholder Management; Agile; Tableau; Excel; Communication,8-11 years,14-18,"Bryan, Smith and Booth is hiring a Product Analyst for our Ahmedabad office. You will use Stakeholder Management, Agile, Tableau, Excel, Communication daily and help scale our Tableau capabilities. We value strong fundamentals in Communication and a collaborative mindset. Minimum 8 years of experience in a similar role."
JOB00346,HR Generalist,HR,Zhang PLC,Pune,Onboarding; HRIS; Employee Engagement; Performance Management; Communication; Recruitment,8-11 years,5-13,"Exciting opportunity for a HR Generalist at Zhang PLC. Must be proficient in Onboarding, HRIS, Employee Engagement, Performance Management, Communication, Recruitment, with practical exposure to HRIS and Employee Engagement. You'll work in an agile environment solving real business problems. 8+ years experience preferred."
JOB00509,Nutrition Consultant,Health and Fitness,Jackson-Wallace,Mumbai,Communication; Client Assessment; First Aid; Nutrition Planning; Program Design; CPR Certified,6-9 years,8-14,"We are looking for a Nutrition Consultant to join our growing team. The ideal candidate has hands-on experience with Communication, Client Assessment, First Aid, Nutrition Planning, Program Design, CPR Certified and can work independently on Communication-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Client Assessment initiatives, and driving continuous improvement. 6+ years of relevant experience required."
JOB00280,Business Analyst,Business Analyst,"Reyes, Chase and Jenkins",Ahmedabad,Data Visualization; Requirements Gathering; Agile; Stakeholder Management; SQL; Excel; Tableau; Process Improvement,7-10 years,12-20,"Reyes, Chase and Jenkins is hiring a Business Analyst for our Ahmedabad office. You will use Data Visualization, Requirements Gathering, Agile, Stakeholder Management, SQL, Excel, Tableau, Process Improvement daily and help scale our Data Visualization capabilities. We value strong fundamentals in Tableau and a collaborative mindset. Minimum 7 years of experience in a similar role."
JOB00368,Sales Executive,Sales,Gutierrez Group,Chennai,Communication; Sales Strategy; Client Relationship Management; Lead Generation; CRM; Negotiation; Excel,3-6 years,5-9,"Exciting opportunity for a Sales Executive at Gutierrez Group. Must be proficient in Communication, Sales Strategy, Client Relationship Management, Lead Generation, CRM, Negotiation, Excel, with practical exposure to Communication and Excel. You'll work in an agile environment solving real business problems. 3+ years experience preferred."
JOB00450,Structural Engineer,Civil Engineer,Jones Inc,Delhi NCR,Structural Analysis; Construction Management; Revit; Surveying; AutoCAD; Cost Estimation; Project Management,5-8 years,8-15,"Jones Inc is hiring a Structural Engineer for our Delhi NCR office. You will use Structural Analysis, Construction Management, Revit, Surveying, AutoCAD, Cost Estimation, Project Management daily and help scale our Surveying capabilities. We value strong fundamentals in Cost Estimation and a collaborative mindset. Minimum 5 years of experience in a similar role."
JOB00182,DevOps Engineer,DevOps Engineer,"Gould, Marshall and Scott",Pune,Monitoring; Kubernetes; Linux; Ansible; AWS; Git,3-6 years,12-20,"We are looking for a DevOps Engineer to join our growing team. The ideal candidate has hands-on experience with Monitoring, Kubernetes, Linux, Ansible, AWS, Git and can work independently on Ansible-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Git initiatives, and driving continuous improvement. 3+ years of relevant experience required."
JOB00353,Sales Executive,Sales,Smith and Sons,Hyderabad,CRM; Sales Strategy; Cold Calling; Communication; Negotiation; Excel; Lead Generation,7-10 years,13-16,"Exciting opportunity for a Sales Executive at Smith and Sons. Must be proficient in CRM, Sales Strategy, Cold Calling, Communication, Negotiation, Excel, Lead Generation, with practical exposure to CRM and Communication. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00239,Cybersecurity Analyst,Network Security Engineer,"Guerrero, Peck and Coleman",Kolkata,Cryptography; Network Protocols; Penetration Testing; Firewalls; SIEM; Python; Linux; IDS/IPS,0-3 years,10-18,"We are looking for a Cybersecurity Analyst to join our growing team. The ideal candidate has hands-on experience with Cryptography, Network Protocols, Penetration Testing, Firewalls, SIEM, Python, Linux, IDS/IPS and can work independently on IDS/IPS-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Cryptography initiatives, and driving continuous improvement. 0+ years of relevant experience required."
JOB00413,Mechanical Design Engineer,Mechanical Engineer,"Miller, Harrell and Reese",Kolkata,Project Management; Thermodynamics; Manufacturing; AutoCAD; SolidWorks,4-7 years,6-13,"Exciting opportunity for a Mechanical Design Engineer at Miller, Harrell and Reese. Must be proficient in Project Management, Thermodynamics, Manufacturing, AutoCAD, SolidWorks, with practical exposure to Thermodynamics and Manufacturing. You'll work in an agile environment solving real business problems. 4+ years experience preferred."
JOB00489,Graphic Designer,Graphic Designer,King-Smith,Chennai,Photoshop; Illustrator; InDesign; Figma; Branding; UI/UX; Creativity; Communication,0-3 years,4-6,"King-Smith is hiring a Graphic Designer for our Chennai office. You will use Photoshop, Illustrator, InDesign, Figma, Branding, UI/UX, Creativity, Communication daily and help scale our Figma capabilities. We value strong fundamentals in UI/UX and a collaborative mindset. Minimum 0 years of experience in a similar role."
JOB00468,Graphic Designer,Graphic Designer,Wilkerson-Arias,Pune,InDesign; UI/UX; Creativity; Figma; Illustrator; Branding; Photoshop,7-10 years,15-24,"Wilkerson-Arias is hiring a Graphic Designer for our Pune office. You will use InDesign, UI/UX, Creativity, Figma, Illustrator, Branding, Photoshop daily and help scale our Branding capabilities. We value strong fundamentals in InDesign and a collaborative mindset. Minimum 7 years of experience in a similar role."
JOB00282,Marketing Analyst,Digital Marketing,Hughes-Alvarado,Kolkata,PPC; Social Media; Copywriting; Marketing Strategy; Communication; Excel; SEO,1-4 years,4-8,"We are looking for a Marketing Analyst to join our growing team. The ideal candidate has hands-on experience with PPC, Social Media, Copywriting, Marketing Strategy, Communication, Excel, SEO and can work independently on PPC-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Marketing Strategy initiatives, and driving continuous improvement. 1+ years of relevant experience required."
JOB00203,Cloud Engineer,DevOps Engineer,Peterson-Beard,Remote,Linux; Terraform; CI/CD; Kubernetes; Git; Ansible; Docker; AWS,8-11 years,15-22,"Exciting opportunity for a Cloud Engineer at Peterson-Beard. Must be proficient in Linux, Terraform, CI/CD, Kubernetes, Git, Ansible, Docker, AWS, with practical exposure to CI/CD and AWS. You'll work in an agile environment solving real business problems. 8+ years experience preferred."
JOB00251,Product Analyst,Business Analyst,Moon-White,Pune,Communication; Agile; Process Improvement; Data Visualization,4-7 years,15-20,"We are looking for a Product Analyst to join our growing team. The ideal candidate has hands-on experience with Communication, Agile, Process Improvement, Data Visualization and can work independently on Agile-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Data Visualization initiatives, and driving continuous improvement. 4+ years of relevant experience required."
JOB00271,Business Analyst,Business Analyst,"Thomas, Lee and Greene",Kolkata,Agile; Requirements Gathering; Tableau; Communication; Excel; Data Visualization,7-10 years,10-13,"Exciting opportunity for a Business Analyst at Thomas, Lee and Greene. Must be proficient in Agile, Requirements Gathering, Tableau, Communication, Excel, Data Visualization, with practical exposure to Excel and Requirements Gathering. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00506,Nutrition Consultant,Health and Fitness,Morrison-Short,Delhi NCR,Exercise Physiology; Program Design; Communication; Nutrition Planning; CPR Certified,7-10 years,20-27,"Exciting opportunity for a Nutrition Consultant at Morrison-Short. Must be proficient in Exercise Physiology, Program Design, Communication, Nutrition Planning, CPR Certified, with practical exposure to Nutrition Planning and Exercise Physiology. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00495,Fitness Trainer,Health and Fitness,Brown Group,Kolkata,Client Assessment; Program Design; CPR Certified; First Aid,8-11 years,7-12,"Brown Group is hiring a Fitness Trainer for our Kolkata office. You will use Client Assessment, Program Design, CPR Certified, First Aid daily and help scale our CPR Certified capabilities. We value strong fundamentals in First Aid and a collaborative mindset. Minimum 8 years of experience in a similar role."
JOB00001,Data Analyst,Data Science,"Rodriguez, Figueroa and Sanchez",Noida,Excel; Python; Machine Learning; SQL; Scikit-learn,1-4 years,19-26,"We are looking for a Data Analyst to join our growing team. The ideal candidate has hands-on experience with Excel, Python, Machine Learning, SQL, Scikit-learn and can work independently on Machine Learning-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Python initiatives, and driving continuous improvement. 1+ years of relevant experience required."
JOB00310,SEO Specialist,Digital Marketing,Smith-Grimes,Hyderabad,Email Marketing; Content Marketing; PPC; Social Media,6-9 years,10-14,"We are looking for a SEO Specialist to join our growing team. The ideal candidate has hands-on experience with Email Marketing, Content Marketing, PPC, Social Media and can work independently on Email Marketing-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to PPC initiatives, and driving continuous improvement. 6+ years of relevant experience required."
JOB00438,Civil Site Engineer,Civil Engineer,"Williams, Mccoy and Cook",Pune,Project Management; Revit; Construction Management; Structural Analysis; Cost Estimation; AutoCAD,3-6 years,15-24,"Exciting opportunity for a Civil Site Engineer at Williams, Mccoy and Cook. Must be proficient in Project Management, Revit, Construction Management, Structural Analysis, Cost Estimation, AutoCAD, with practical exposure to Cost Estimation and Revit. You'll work in an agile environment solving real business problems. 3+ years experience preferred."
JOB00334,Talent Acquisition Specialist,HR,Davis PLC,Bengaluru,Payroll; Conflict Resolution; HRIS; Onboarding; Recruitment; Communication; Excel; Employee Engagement,6-9 years,19-22,"Exciting opportunity for a Talent Acquisition Specialist at Davis PLC. Must be proficient in Payroll, Conflict Resolution, HRIS, Onboarding, Recruitment, Communication, Excel, Employee Engagement, with practical exposure to Onboarding and Conflict Resolution. You'll work in an agile environment solving real business problems. 6+ years experience preferred."
JOB00022,Data Analyst,Data Science,"Watts, Robinson and Nguyen",Hyderabad,Tableau; Data Visualization; Scikit-learn; Pandas; A/B Testing; Statistics; SQL; Machine Learning,1-4 years,20-27,"Exciting opportunity for a Data Analyst at Watts, Robinson and Nguyen. Must be proficient in Tableau, Data Visualization, Scikit-learn, Pandas, A/B Testing, Statistics, SQL, Machine Learning, with practical exposure to SQL and Machine Learning. You'll work in an agile environment solving real business problems. 1+ years experience preferred."
JOB00083,Android Developer,Android Development,Donovan-Harris,Pune,Android SDK; Jetpack Compose; SQLite; Git; Firebase; MVVM; Kotlin,3-6 years,15-18,"We are looking for a Android Developer to join our growing team. The ideal candidate has hands-on experience with Android SDK, Jetpack Compose, SQLite, Git, Firebase, MVVM, Kotlin and can work independently on MVVM-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Kotlin initiatives, and driving continuous improvement. 3+ years of relevant experience required."
JOB00428,Civil Site Engineer,Civil Engineer,Jones-Lin,Hyderabad,AutoCAD; Cost Estimation; Construction Management; Structural Analysis; Revit; Surveying,3-6 years,7-12,"We are looking for a Civil Site Engineer to join our growing team. The ideal candidate has hands-on experience with AutoCAD, Cost Estimation, Construction Management, Structural Analysis, Revit, Surveying and can work independently on Structural Analysis-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Surveying initiatives, and driving continuous improvement. 3+ years of relevant experience required."
JOB00057,Full Stack Developer,Web Development,"Washington, Ryan and Cummings",Remote,MongoDB; CSS; REST API; Git; React; TypeScript,7-10 years,17-21,"Exciting opportunity for a Full Stack Developer at Washington, Ryan and Cummings. Must be proficient in MongoDB, CSS, REST API, Git, React, TypeScript, with practical exposure to React and TypeScript. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00090,Mobile App Developer,Android Development,Moore-Bass,Ahmedabad,REST API; Git; Android SDK; Firebase; MVVM; Java; Kotlin; Material Design,0-3 years,19-26,"Exciting opportunity for a Mobile App Developer at Moore-Bass. Must be proficient in REST API, Git, Android SDK, Firebase, MVVM, Java, Kotlin, Material Design, with practical exposure to Material Design and Git. You'll work in an agile environment solving real business problems. 0+ years experience preferred."
JOB00233,Cybersecurity Analyst,Network Security Engineer,"Clark, Guerrero and Moore",Pune,Penetration Testing; IDS/IPS; Risk Assessment; Network Protocols; SIEM,5-8 years,11-14,"We are looking for a Cybersecurity Analyst to join our growing team. The ideal candidate has hands-on experience with Penetration Testing, IDS/IPS, Risk Assessment, Network Protocols, SIEM and can work independently on Network Protocols-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Penetration Testing initiatives, and driving continuous improvement. 5+ years of relevant experience required."
JOB00321,HR Executive,HR,Coffey-Phillips,Kolkata,Conflict Resolution; Excel; Onboarding; Employee Engagement,5-8 years,5-8,"Coffey-Phillips is hiring a HR Executive for our Kolkata office. You will use Conflict Resolution, Excel, Onboarding, Employee Engagement daily and help scale our Employee Engagement capabilities. We value strong fundamentals in Excel and a collaborative mindset. Minimum 5 years of experience in a similar role."
JOB00328,HR Generalist,HR,Rodriguez-Hall,Remote,Performance Management; Recruitment; Employee Engagement; Payroll; Communication; Excel; Onboarding,2-5 years,9-17,"Exciting opportunity for a HR Generalist at Rodriguez-Hall. Must be proficient in Performance Management, Recruitment, Employee Engagement, Payroll, Communication, Excel, Onboarding, with practical exposure to Payroll and Recruitment. You'll work in an agile environment solving real business problems. 2+ years experience preferred."
JOB00359,Business Development Executive,Sales,"Turner, Schneider and Johnson",Hyderabad,Communication; Sales Strategy; CRM; Client Relationship Management; Cold Calling; Excel; Negotiation; Lead Generation,3-6 years,19-21,"Exciting opportunity for a Business Development Executive at Turner, Schneider and Johnson. Must be proficient in Communication, Sales Strategy, CRM, Client Relationship Management, Cold Calling, Excel, Negotiation, Lead Generation, with practical exposure to Lead Generation and Excel. You'll work in an agile environment solving real business problems. 3+ years experience preferred."
JOB00347,HR Executive,HR,Jones PLC,Ahmedabad,Communication; Onboarding; Employee Engagement; Excel,8-11 years,20-25,"Exciting opportunity for a HR Executive at Jones PLC. Must be proficient in Communication, Onboarding, Employee Engagement, Excel, with practical exposure to Communication and Onboarding. You'll work in an agile environment solving real business problems. 8+ years experience preferred."
JOB00326,Talent Acquisition Specialist,HR,"Martinez, Richardson and Curry",Chennai,Recruitment; Payroll; Onboarding; Conflict Resolution; HRIS; Performance Management,4-7 years,11-16,"We are looking for a Talent Acquisition Specialist to join our growing team. The ideal candidate has hands-on experience with Recruitment, Payroll, Onboarding, Conflict Resolution, HRIS, Performance Management and can work independently on HRIS-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Onboarding initiatives, and driving continuous improvement. 4+ years of relevant experience required."
JOB00507,Nutrition Consultant,Health and Fitness,"Carter, Garcia and Murphy",Ahmedabad,First Aid; CPR Certified; Nutrition Planning; Client Assessment,6-9 years,6-12,"We are looking for a Nutrition Consultant to join our growing team. The ideal candidate has hands-on experience with First Aid, CPR Certified, Nutrition Planning, Client Assessment and can work independently on Client Assessment-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to First Aid initiatives, and driving continuous improvement. 6+ years of relevant experience required."
JOB00068,Frontend Developer,Web Development,Novak and Sons,Delhi NCR,CSS; JavaScript; Responsive Design; Node.js; HTML; React; Git; TypeScript,1-4 years,7-9,"Novak and Sons is hiring a Frontend Developer for our Delhi NCR office. You will use CSS, JavaScript, Responsive Design, Node.js, HTML, React, Git, TypeScript daily and help scale our Node.js capabilities. We value strong fundamentals in TypeScript and a collaborative mindset. Minimum 1 years of experience in a similar role."
JOB00080,Mobile App Developer,Android Development,"Hensley, Powell and David",Chennai,Java; Git; REST API; SQLite; MVVM,1-4 years,16-18,"Hensley, Powell and David is hiring a Mobile App Developer for our Chennai office. You will use Java, Git, REST API, SQLite, MVVM daily and help scale our Git capabilities. We value strong fundamentals in SQLite and a collaborative mindset. Minimum 1 years of experience in a similar role."
JOB00342,HR Generalist,HR,"Winters, Newman and Brown",Hyderabad,Recruitment; HRIS; Employee Engagement; Excel; Payroll; Communication,4-7 years,18-24,"Winters, Newman and Brown is hiring a HR Generalist for our Hyderabad office. You will use Recruitment, HRIS, Employee Engagement, Excel, Payroll, Communication daily and help scale our Communication capabilities. We value strong fundamentals in Employee Engagement and a collaborative mindset. Minimum 4 years of experience in a similar role."
JOB00378,Account Manager,Sales,Bell-Lane,Noida,CRM; Negotiation; Communication; Excel; Client Relationship Management; Lead Generation; Cold Calling,2-5 years,19-25,"Bell-Lane is hiring a Account Manager for our Noida office. You will use CRM, Negotiation, Communication, Excel, Client Relationship Management, Lead Generation, Cold Calling daily and help scale our CRM capabilities. We value strong fundamentals in Communication and a collaborative mindset. Minimum 2 years of experience in a similar role."
JOB00340,Talent Acquisition Specialist,HR,"Wood, Ramos and Sampson",Mumbai,Payroll; Communication; Onboarding; Conflict Resolution; HRIS; Performance Management,4-7 years,19-24,"Wood, Ramos and Sampson is hiring a Talent Acquisition Specialist for our Mumbai office. You will use Payroll, Communication, Onboarding, Conflict Resolution, HRIS, Performance Management daily and help scale our Performance Management capabilities. We value strong fundamentals in Payroll and a collaborative mindset. Minimum 4 years of experience in a similar role."
JOB00070,Full Stack Developer,Web Development,Hancock Inc,Pune,REST API; TypeScript; Git; Responsive Design; JavaScript; MongoDB; Express.js,5-8 years,5-12,"Hancock Inc is hiring a Full Stack Developer for our Pune office. You will use REST API, TypeScript, Git, Responsive Design, JavaScript, MongoDB, Express.js daily and help scale our MongoDB capabilities. We value strong fundamentals in Responsive Design and a collaborative mindset. Minimum 5 years of experience in a similar role."
JOB00202,DevOps Engineer,DevOps Engineer,White-Lewis,Kolkata,Shell Scripting; Monitoring; Git; Kubernetes; AWS; Terraform; Jenkins; Docker,2-5 years,4-9,"White-Lewis is hiring a DevOps Engineer for our Kolkata office. You will use Shell Scripting, Monitoring, Git, Kubernetes, AWS, Terraform, Jenkins, Docker daily and help scale our Git capabilities. We value strong fundamentals in Docker and a collaborative mindset. Minimum 2 years of experience in a similar role."
JOB00030,Machine Learning Engineer,Data Science,"Snyder, Campos and Callahan",Pune,TensorFlow; Data Visualization; A/B Testing; SQL; Pandas; NumPy; Tableau; Scikit-learn,6-9 years,4-11,"Exciting opportunity for a Machine Learning Engineer at Snyder, Campos and Callahan. Must be proficient in TensorFlow, Data Visualization, A/B Testing, SQL, Pandas, NumPy, Tableau, Scikit-learn, with practical exposure to Scikit-learn and Tableau. You'll work in an agile environment solving real business problems. 6+ years experience preferred."
JOB00259,Product Analyst,Business Analyst,Gutierrez-Lopez,Mumbai,Excel; Requirements Gathering; Power BI; Stakeholder Management; Data Visualization,5-8 years,13-19,"We are looking for a Product Analyst to join our growing team. The ideal candidate has hands-on experience with Excel, Requirements Gathering, Power BI, Stakeholder Management, Data Visualization and can work independently on Power BI-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Requirements Gathering initiatives, and driving continuous improvement. 5+ years of relevant experience required."
JOB00257,Product Analyst,Business Analyst,Cordova Group,Kolkata,Data Visualization; Excel; Tableau; Agile,7-10 years,12-15,"Exciting opportunity for a Product Analyst at Cordova Group. Must be proficient in Data Visualization, Excel, Tableau, Agile, with practical exposure to Agile and Data Visualization. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00460,Graphic Designer,Graphic Designer,"Valentine, Joyce and Murray",Remote,InDesign; Communication; UI/UX; Figma; Creativity; Typography,7-10 years,4-8,"Valentine, Joyce and Murray is hiring a Graphic Designer for our Remote office. You will use InDesign, Communication, UI/UX, Figma, Creativity, Typography daily and help scale our Communication capabilities. We value strong fundamentals in Figma and a collaborative mindset. Minimum 7 years of experience in a similar role."
JOB00263,Product Analyst,Business Analyst,Martinez-Dudley,Delhi NCR,Requirements Gathering; SQL; Tableau; Process Improvement,8-11 years,20-23,"Exciting opportunity for a Product Analyst at Martinez-Dudley. Must be proficient in Requirements Gathering, SQL, Tableau, Process Improvement, with practical exposure to Process Improvement and Tableau. You'll work in an agile environment solving real business problems. 8+ years experience preferred."
JOB00466,Graphic Designer,Graphic Designer,Cole-Palmer,Pune,UI/UX; Branding; Communication; Creativity; Figma; Typography,5-8 years,11-16,"We are looking for a Graphic Designer to join our growing team. The ideal candidate has hands-on experience with UI/UX, Branding, Communication, Creativity, Figma, Typography and can work independently on Communication-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Figma initiatives, and driving continuous improvement. 5+ years of relevant experience required."
JOB00088,Android Developer,Android Development,Anderson-Bailey,Remote,Material Design; Java; Jetpack Compose; REST API; SQLite,8-11 years,7-11,"We are looking for a Android Developer to join our growing team. The ideal candidate has hands-on experience with Material Design, Java, Jetpack Compose, REST API, SQLite and can work independently on SQLite-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Material Design initiatives, and driving continuous improvement. 8+ years of relevant experience required."
JOB00167,Python Developer,Python Developer,"Hurst, Freeman and Nelson",Bengaluru,REST API; Pandas; SQL; Python; Docker; Unit Testing,0-3 years,14-21,"Exciting opportunity for a Python Developer at Hurst, Freeman and Nelson. Must be proficient in REST API, Pandas, SQL, Python, Docker, Unit Testing, with practical exposure to SQL and Docker. You'll work in an agile environment solving real business problems. 0+ years experience preferred."
