Job_ID,Title,Category,Company,Location,Skills,Experience_Required,Salary_LPA,Description,parsed_skills,skills_joined,min_exp,max_exp,avg_exp,min_salary_lpa,max_salary_lpa,avg_salary_lpa,clean_description,composite_text,cluster
JOB00203,Cloud Engineer,DevOps Engineer,Peterson-Beard,Remote,Linux; Terraform; CI/CD; Kubernetes; Git; Ansible; Docker; AWS,8-11 years,15-22,"Exciting opportunity for a Cloud Engineer at Peterson-Beard. Must be proficient in Linux, Terraform, CI/CD, Kubernetes, Git, Ansible, Docker, AWS, with practical exposure to CI/CD and AWS. You'll work in an agile environment solving real business problems. 8+ years experience preferred.","['Linux', 'Terraform', 'CI/CD', 'Kubernetes', 'Git', 'Ansible', 'Docker', 'AWS']",Linux Terraform CI/CD Kubernetes Git Ansible Docker AWS,8.0,11.0,9.5,15.0,22.0,18.5,"exciting opportunity for a cloud engineer at peterson-beard. must be proficient in linux, terraform, ci/cd, kubernetes, git, ansible, docker, aws, with practical exposure to ci/cd and aws. you'll work in an agile environment solving real business problems. 8+ years experience preferred.","Cloud Engineer exciting opportunity for a cloud engineer at peterson-beard. must be proficient in linux, terraform, ci/cd, kubernetes, git, ansible, docker, aws, with practical exposure to ci/cd and aws. you'll work in an agile environment solving real business problems. 8+ years experience preferred. Linux Terraform CI/CD Kubernetes Git Ansible Docker AWS",10
JOB00251,Product Analyst,Business Analyst,Moon-White,Pune,Communication; Agile; Process Improvement; Data Visualization,4-7 years,15-20,"We are looking for a Product Analyst to join our growing team. The ideal candidate has hands-on experience with Communication, Agile, Process Improvement, Data Visualization and can work independently on Agile-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Data Visualization initiatives, and driving continuous improvement. 4+ years of relevant experience required.","['Communication', 'Agile', 'Process Improvement', 'Data Visualization']",Communication Agile Process Improvement Data Visualization,4.0,7.0,5.5,15.0,20.0,17.5,"we are looking for a product analyst to join our growing team. the ideal candidate has hands-on experience with communication, agile, process improvement, data visualization and can work independently on agile-driven projects. responsibilities include collaborating with cross-functional teams, contributing to data visualization initiatives, and driving continuous improvement. 4+ years of relevant experience required.","Product Analyst we are looking for a product analyst to join our growing team. the ideal candidate has hands-on experience with communication, agile, process improvement, data visualization and can work independently on agile-driven projects. responsibilities include collaborating with cross-functional teams, contributing to data visualization initiatives, and driving continuous improvement. 4+ years of relevant experience required. Communication Agile Process Improvement Data Visualization",9
JOB00271,Business Analyst,Business Analyst,"Thomas, Lee and Greene",Kolkata,Agile; Requirements Gathering; Tableau; Communication; Excel; Data Visualization,7-10 years,10-13,"Exciting opportunity for a Business Analyst at Thomas, Lee and Greene. Must be proficient in Agile, Requirements Gathering, Tableau, Communication, Excel, Data Visualization, with practical exposure to Excel and Requirements Gathering. You'll work in an agile environment solving real business problems. 7+ years experience preferred.","['Agile', 'Requirements Gathering', 'Tableau', 'Communication', 'Excel', 'Data Visualization']",Agile Requirements Gathering Tableau Communication Excel Data Visualization,7.0,10.0,8.5,10.0,13.0,11.5,"exciting opportunity for a business analyst at thomas, lee and greene. must be proficient in agile, requirements gathering, tableau, communication, excel, data visualization, with practical exposure to excel and requirements gathering. you'll work in an agile environment solving real business problems. 7+ years experience preferred.","Business Analyst exciting opportunity for a business analyst at thomas, lee and greene. must be proficient in agile, requirements gathering, tableau, communication, excel, data visualization, with practical exposure to excel and requirements gathering. you'll work in an agile environment solving real business problems. 7+ years experience preferred. Agile Requirements Gathering Tableau Communication Excel Data Visualization",9
JOB00506,Nutrition Consultant,Health and Fitness,Morrison-Short,Delhi NCR,Exercise Physiology; Program Design; Communication; Nutrition Planning; CPR Certified,7-10 years,20-27,"Exciting opportunity for a Nutrition Consultant at Morrison-Short. Must be proficient in Exercise Physiology, Program Design, Communication, Nutrition Planning, CPR Certified, with practical exposure to Nutrition Planning and Exercise Physiology. You'll work in an agile environment solving real business problems. 7+ years experience preferred.","['Exercise Physiology', 'Program Design', 'Communication', 'Nutrition Planning', 'CPR Certified']",Exercise Physiology Program Design Communication Nutrition Planning CPR Certified,7.0,10.0,8.5,20.0,27.0,23.5,"exciting opportunity for a nutrition consultant at morrison-short. must be proficient in exercise physiology, program design, communication, nutrition planning, cpr certified, with practical exposure to nutrition planning and exercise physiology. you'll work in an agile environment solving real business problems. 7+ years experience preferred.","Nutrition Consultant exciting opportunity for a nutrition consultant at morrison-short. must be proficient in exercise physiology, program design, communication, nutrition planning, cpr certified, with practical exposure to nutrition planning and exercise physiology. you'll work in an agile environment solving real business problems. 7+ years experience preferred. Exercise Physiology Program Design Communication Nutrition Planning CPR Certified",5
JOB00495,Fitness Trainer,Health and Fitness,Brown Group,Kolkata,Client Assessment; Program Design; CPR Certified; First Aid,8-11 years,7-12,"Brown Group is hiring a Fitness Trainer for our Kolkata office. You will use Client Assessment, Program Design, CPR Certified, First Aid daily and help scale our CPR Certified capabilities. We value strong fundamentals in First Aid and a collaborative mindset. Minimum 8 years of experience in a similar role.","['Client Assessment', 'Program Design', 'CPR Certified', 'First Aid']",Client Assessment Program Design CPR Certified First Aid,8.0,11.0,9.5,7.0,12.0,9.5,"brown group is hiring a fitness trainer for our kolkata office. you will use client assessment, program design, cpr certified, first aid daily and help scale our cpr certified capabilities. we value strong fundamentals in first aid and a collaborative mindset. minimum 8 years of experience in a similar role.","Fitness Trainer brown group is hiring a fitness trainer for our kolkata office. you will use client assessment, program design, cpr certified, first aid daily and help scale our cpr certified capabilities. we value strong fundamentals in first aid and a collaborative mindset. minimum 8 years of experience in a similar role. Client Assessment Program Design CPR Certified First Aid",5
JOB00001,Data Analyst,Data Science,"Rodriguez, Figueroa and Sanchez",Noida,Excel; Python; Machine Learning; SQL; Scikit-learn,1-4 years,19-26,"We are looking for a Data Analyst to join our growing team. The ideal candidate has hands-on experience with Excel, Python, Machine Learning, SQL, Scikit-learn and can work independently on Machine Learning-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Python initiatives, and driving continuous improvement. 1+ years of relevant experience required.","['Excel', 'Python', 'Machine Learning', 'SQL', 'Scikit-learn']",Excel Python Machine Learning SQL Scikit-learn,1.0,4.0,2.5,19.0,26.0,22.5,"we are looking for a data analyst to join our growing team. the ideal candidate has hands-on experience with excel, python, machine learning, sql, scikit-learn and can work independently on machine learning-driven projects. responsibilities include collaborating with cross-functional teams, contributing to python initiatives, and driving continuous improvement. 1+ years of relevant experience required.","Data Analyst we are looking for a data analyst to join our growing team. the ideal candidate has hands-on experience with excel, python, machine learning, sql, scikit-learn and can work independently on machine learning-driven projects. responsibilities include collaborating with cross-functional teams, contributing to python initiatives, and driving continuous improvement. 1+ years of relevant experience required. Excel Python Machine Learning SQL Scikit-learn",13
JOB00310,SEO Specialist,Digital Marketing,Smith-Grimes,Hyderabad,Email Marketing; Content Marketing; PPC; Social Media,6-9 years,10-14,"We are looking for a SEO Specialist to join our growing team. The ideal candidate has hands-on experience with Email Marketing, Content Marketing, PPC, Social Media and can work independently on Email Marketing-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to PPC initiatives, and driving continuous improvement. 6+ years of relevant experience required.","['Email Marketing', 'Content Marketing', 'PPC', 'Social Media']",Email Marketing Content Marketing PPC Social Media,6.0,9.0,7.5,10.0,14.0,12.0,"we are looking for a seo specialist to join our growing team. the ideal candidate has hands-on experience with email marketing, content marketing, ppc, social media and can work independently on email marketing-driven projects. responsibilities include collaborating with cross-functional teams, contributing to ppc initiatives, and driving continuous improvement. 6+ years of relevant experience required.","SEO Specialist we are looking for a seo specialist to join our growing team. the ideal candidate has hands-on experience with email marketing, content marketing, ppc, social media and can work independently on email marketing-driven projects. responsibilities include collaborating with cross-functional teams, contributing to ppc initiatives, and driving continuous improvement. 6+ years of relevant experience required. Email Marketing Content Marketing PPC Social Media",6
JOB00438,Civil Site Engineer,Civil Engineer,"Williams, Mccoy and Cook",Pune,Project Management; Revit; Construction Management; Structural Analysis; Cost Estimation; AutoCAD,3-6 years,15-24,"Exciting opportunity for a Civil Site Engineer at Williams, Mccoy and Cook. Must be proficient in Project Management, Revit, Construction Management, Structural Analysis, Cost Estimation, AutoCAD, with practical exposure to Cost Estimation and Revit. You'll work in an agile environment solving real business problems. 3+ years experience preferred.","['Project Management', 'Revit', 'Construction Management', 'Structural Analysis', 'Cost Estimation', 'AutoCAD']",Project Management Revit Construction Management Structural Analysis Cost Estimation AutoCAD,3.0,6.0,4.5,15.0,24.0,19.5,"exciting opportunity for a civil site engineer at williams, mccoy and cook. must be proficient in project management, revit, construction management, structural analysis, cost estimation, autocad, with practical exposure to cost estimation and revit. you'll work in an agile environment solving real business problems. 3+ years experience preferred.","Civil Site Engineer exciting opportunity for a civil site engineer at williams, mccoy and cook. must be proficient in project management, revit, construction management, structural analysis, cost estimation, autocad, with practical exposure to cost estimation and revit. you'll work in an agile environment solving real business problems. 3+ years experience preferred. Project Management Revit Construction Management Structural Analysis Cost Estimation AutoCAD",11
JOB00334,Talent Acquisition Specialist,HR,Davis PLC,Bengaluru,Payroll; Conflict Resolution; HRIS; Onboarding; Recruitment; Communication; Excel; Employee Engagement,6-9 years,19-22,"Exciting opportunity for a Talent Acquisition Specialist at Davis PLC. Must be proficient in Payroll, Conflict Resolution, HRIS, Onboarding, Recruitment, Communication, Excel, Employee Engagement, with practical exposure to Onboarding and Conflict Resolution. You'll work in an agile environment solving real business problems. 6+ years experience preferred.","['Payroll', 'Conflict Resolution', 'HRIS', 'Onboarding', 'Recruitment', 'Communication', 'Excel', 'Employee Engagement']",Payroll Conflict Resolution HRIS Onboarding Recruitment Communication Excel Employee Engagement,6.0,9.0,7.5,19.0,22.0,20.5,"exciting opportunity for a talent acquisition specialist at davis plc. must be proficient in payroll, conflict resolution, hris, onboarding, recruitment, communication, excel, employee engagement, with practical exposure to onboarding and conflict resolution. you'll work in an agile environment solving real business problems. 6+ years experience preferred.","Talent Acquisition Specialist exciting opportunity for a talent acquisition specialist at davis plc. must be proficient in payroll, conflict resolution, hris, onboarding, recruitment, communication, excel, employee engagement, with practical exposure to onboarding and conflict resolution. you'll work in an agile environment solving real business problems. 6+ years experience preferred. Payroll Conflict Resolution HRIS Onboarding Recruitment Communication Excel Employee Engagement",1
JOB00022,Data Analyst,Data Science,"Watts, Robinson and Nguyen",Hyderabad,Tableau; Data Visualization; Scikit-learn; Pandas; A/B Testing; Statistics; SQL; Machine Learning,1-4 years,20-27,"Exciting opportunity for a Data Analyst at Watts, Robinson and Nguyen. Must be proficient in Tableau, Data Visualization, Scikit-learn, Pandas, A/B Testing, Statistics, SQL, Machine Learning, with practical exposure to SQL and Machine Learning. You'll work in an agile environment solving real business problems. 1+ years experience preferred.","['Tableau', 'Data Visualization', 'Scikit-learn', 'Pandas', 'A/B Testing', 'Statistics', 'SQL', 'Machine Learning']",Tableau Data Visualization Scikit-learn Pandas A/B Testing Statistics SQL Machine Learning,1.0,4.0,2.5,20.0,27.0,23.5,"exciting opportunity for a data analyst at watts, robinson and nguyen. must be proficient in tableau, data visualization, scikit-learn, pandas, a/b testing, statistics, sql, machine learning, with practical exposure to sql and machine learning. you'll work in an agile environment solving real business problems. 1+ years experience preferred.","Data Analyst exciting opportunity for a data analyst at watts, robinson and nguyen. must be proficient in tableau, data visualization, scikit-learn, pandas, a/b testing, statistics, sql, machine learning, with practical exposure to sql and machine learning. you'll work in an agile environment solving real business problems. 1+ years experience preferred. Tableau Data Visualization Scikit-learn Pandas A/B Testing Statistics SQL Machine Learning",13
JOB00083,Android Developer,Android Development,Donovan-Harris,Pune,Android SDK; Jetpack Compose; SQLite; Git; Firebase; MVVM; Kotlin,3-6 years,15-18,"We are looking for a Android Developer to join our growing team. The ideal candidate has hands-on experience with Android SDK, Jetpack Compose, SQLite, Git, Firebase, MVVM, Kotlin and can work independently on MVVM-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Kotlin initiatives, and driving continuous improvement. 3+ years of relevant experience required.","['Android SDK', 'Jetpack Compose', 'SQLite', 'Git', 'Firebase', 'MVVM', 'Kotlin']",Android SDK Jetpack Compose SQLite Git Firebase MVVM Kotlin,3.0,6.0,4.5,15.0,18.0,16.5,"we are looking for a android developer to join our growing team. the ideal candidate has hands-on experience with android sdk, jetpack compose, sqlite, git, firebase, mvvm, kotlin and can work independently on mvvm-driven projects. responsibilities include collaborating with cross-functional teams, contributing to kotlin initiatives, and driving continuous improvement. 3+ years of relevant experience required.","Android Developer we are looking for a android developer to join our growing team. the ideal candidate has hands-on experience with android sdk, jetpack compose, sqlite, git, firebase, mvvm, kotlin and can work independently on mvvm-driven projects. responsibilities include collaborating with cross-functional teams, contributing to kotlin initiatives, and driving continuous improvement. 3+ years of relevant experience required. Android SDK Jetpack Compose SQLite Git Firebase MVVM Kotlin",4
JOB00428,Civil Site Engineer,Civil Engineer,Jones-Lin,Hyderabad,AutoCAD; Cost Estimation; Construction Management; Structural Analysis; Revit; Surveying,3-6 years,7-12,"We are looking for a Civil Site Engineer to join our growing team. The ideal candidate has hands-on experience with AutoCAD, Cost Estimation, Construction Management, Structural Analysis, Revit, Surveying and can work independently on Structural Analysis-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Surveying initiatives, and driving continuous improvement. 3+ years of relevant experience required.","['AutoCAD', 'Cost Estimation', 'Construction Management', 'Structural Analysis', 'Revit', 'Surveying']",AutoCAD Cost Estimation Construction Management Structural Analysis Revit Surveying,3.0,6.0,4.5,7.0,12.0,9.5,"we are looking for a civil site engineer to join our growing team. the ideal candidate has hands-on experience with autocad, cost estimation, construction management, structural analysis, revit, surveying and can work independently on structural analysis-driven projects. responsibilities include collaborating with cross-functional teams, contributing to surveying initiatives, and driving continuous improvement. 3+ years of relevant experience required.","Civil Site Engineer we are looking for a civil site engineer to join our growing team. the ideal candidate has hands-on experience with autocad, cost estimation, construction management, structural analysis, revit, surveying and can work independently on structural analysis-driven projects. responsibilities include collaborating with cross-functional teams, contributing to surveying initiatives, and driving continuous improvement. 3+ years of relevant experience required. AutoCAD Cost Estimation Construction Management Structural Analysis Revit Surveying",11
JOB00057,Full Stack Developer,Web Development,"Washington, Ryan and Cummings",Remote,MongoDB; CSS; REST API; Git; React; TypeScript,7-10 years,17-21,"Exciting opportunity for a Full Stack Developer at Washington, Ryan and Cummings. Must be proficient in MongoDB, CSS, REST API, Git, React, TypeScript, with practical exposure to React and TypeScript. You'll work in an agile environment solving real business problems. 7+ years experience preferred.","['MongoDB', 'CSS', 'REST API', 'Git', 'React', 'TypeScript']",MongoDB CSS REST API Git React TypeScript,7.0,10.0,8.5,17.0,21.0,19.0,"exciting opportunity for a full stack developer at washington, ryan and cummings. must be proficient in mongodb, css, rest api, git, react, typescript, with practical exposure to react and typescript. you'll work in an agile environment solving real business problems. 7+ years experience preferred.","Full Stack Developer exciting opportunity for a full stack developer at washington, ryan and cummings. must be proficient in mongodb, css, rest api, git, react, typescript, with practical exposure to react and typescript. you'll work in an agile environment solving real business problems. 7+ years experience preferred. MongoDB CSS REST API Git React TypeScript",2
JOB00090,Mobile App Developer,Android Development,Moore-Bass,Ahmedabad,REST API; Git; Android SDK; Firebase; MVVM; Java; Kotlin; Material Design,0-3 years,19-26,"Exciting opportunity for a Mobile App Developer at Moore-Bass. Must be proficient in REST API, Git, Android SDK, Firebase, MVVM, Java, Kotlin, Material Design, with practical exposure to Material Design and Git. You'll work in an agile environment solving real business problems. 0+ years experience preferred.","['REST API', 'Git', 'Android SDK', 'Firebase', 'MVVM', 'Java', 'Kotlin', 'Material Design']",REST API Git Android SDK Firebase MVVM Java Kotlin Material Design,0.0,3.0,1.5,19.0,26.0,22.5,"exciting opportunity for a mobile app developer at moore-bass. must be proficient in rest api, git, android sdk, firebase, mvvm, java, kotlin, material design, with practical exposure to material design and git. you'll work in an agile environment solving real business problems. 0+ years experience preferred.","Mobile App Developer exciting opportunity for a mobile app developer at moore-bass. must be proficient in rest api, git, android sdk, firebase, mvvm, java, kotlin, material design, with practical exposure to material design and git. you'll work in an agile environment solving real business problems. 0+ years experience preferred. REST API Git Android SDK Firebase MVVM Java Kotlin Material Design",4
JOB00233,Cybersecurity Analyst,Network Security Engineer,"Clark, Guerrero and Moore",Pune,Penetration Testing; IDS/IPS; Risk Assessment; Network Protocols; SIEM,5-8 years,11-14,"We are looking for a Cybersecurity Analyst to join our growing team. The ideal candidate has hands-on experience with Penetration Testing, IDS/IPS, Risk Assessment, Network Protocols, SIEM and can work independently on Network Protocols-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Penetration Testing initiatives, and driving continuous improvement. 5+ years of relevant experience required.","['Penetration Testing', 'IDS/IPS', 'Risk Assessment', 'Network Protocols', 'SIEM']",Penetration Testing IDS/IPS Risk Assessment Network Protocols SIEM,5.0,8.0,6.5,11.0,14.0,12.5,"we are looking for a cybersecurity analyst to join our growing team. the ideal candidate has hands-on experience with penetration testing, ids/ips, risk assessment, network protocols, siem and can work independently on network protocols-driven projects. responsibilities include collaborating with cross-functional teams, contributing to penetration testing initiatives, and driving continuous improvement. 5+ years of relevant experience required.","Cybersecurity Analyst we are looking for a cybersecurity analyst to join our growing team. the ideal candidate has hands-on experience with penetration testing, ids/ips, risk assessment, network protocols, siem and can work independently on network protocols-driven projects. responsibilities include collaborating with cross-functional teams, contributing to penetration testing initiatives, and driving continuous improvement. 5+ years of relevant experience required. Penetration Testing IDS/IPS Risk Assessment Network Protocols SIEM",14
JOB00321,HR Executive,HR,Coffey-Phillips,Kolkata,Conflict Resolution; Excel; Onboarding; Employee Engagement,5-8 years,5-8,"Coffey-Phillips is hiring a HR Executive for our Kolkata office. You will use Conflict Resolution, Excel, Onboarding, Employee Engagement daily and help scale our Employee Engagement capabilities. We value strong fundamentals in Excel and a collaborative mindset. Minimum 5 years of experience in a similar role.","['Conflict Resolution', 'Excel', 'Onboarding', 'Employee Engagement']",Conflict Resolution Excel Onboarding Employee Engagement,5.0,8.0,6.5,5.0,8.0,6.5,"coffey-phillips is hiring a hr executive for our kolkata office. you will use conflict resolution, excel, onboarding, employee engagement daily and help scale our employee engagement capabilities. we value strong fundamentals in excel and a collaborative mindset. minimum 5 years of experience in a similar role.","HR Executive coffey-phillips is hiring a hr executive for our kolkata office. you will use conflict resolution, excel, onboarding, employee engagement daily and help scale our employee engagement capabilities. we value strong fundamentals in excel and a collaborative mindset. minimum 5 years of experience in a similar role. Conflict Resolution Excel Onboarding Employee Engagement",1
JOB00328,HR Generalist,HR,Rodriguez-Hall,Remote,Performance Management; Recruitment; Employee Engagement; Payroll; Communication; Excel; Onboarding,2-5 years,9-17,"Exciting opportunity for a HR Generalist at Rodriguez-Hall. Must be proficient in Performance Management, Recruitment, Employee Engagement, Payroll, Communication, Excel, Onboarding, with practical exposure to Payroll and Recruitment. You'll work in an agile environment solving real business problems. 2+ years experience preferred.","['Performance Management', 'Recruitment', 'Employee Engagement', 'Payroll', 'Communication', 'Excel', 'Onboarding']",Performance Management Recruitment Employee Engagement Payroll Communication Excel Onboarding,2.0,5.0,3.5,9.0,17.0,13.0,"exciting opportunity for a hr generalist at rodriguez-hall. must be proficient in performance management, recruitment, employee engagement, payroll, communication, excel, onboarding, with practical exposure to payroll and recruitment. you'll work in an agile environment solving real business problems. 2+ years experience preferred.","HR Generalist exciting opportunity for a hr generalist at rodriguez-hall. must be proficient in performance management, recruitment, employee engagement, payroll, communication, excel, onboarding, with practical exposure to payroll and recruitment. you'll work in an agile environment solving real business problems. 2+ years experience preferred. Performance Management Recruitment Employee Engagement Payroll Communication Excel Onboarding",1
JOB00359,Business Development Executive,Sales,"Turner, Schneider and Johnson",Hyderabad,Communication; Sales Strategy; CRM; Client Relationship Management; Cold Calling; Excel; Negotiation; Lead Generation,3-6 years,19-21,"Exciting opportunity for a Business Development Executive at Turner, Schneider and Johnson. Must be proficient in Communication, Sales Strategy, CRM, Client Relationship Management, Cold Calling, Excel, Negotiation, Lead Generation, with practical exposure to Lead Generation and Excel. You'll work in an agile environment solving real business problems. 3+ years experience preferred.","['Communication', 'Sales Strategy', 'CRM', 'Client Relationship Management', 'Cold Calling', 'Excel', 'Negotiation', 'Lead Generation']",Communication Sales Strategy CRM Client Relationship Management Cold Calling Excel Negotiation Lead Generation,3.0,6.0,4.5,19.0,21.0,20.0,"exciting opportunity for a business development executive at turner, schneider and johnson. must be proficient in communication, sales strategy, crm, client relationship management, cold calling, excel, negotiation, lead generation, with practical exposure to lead generation and excel. you'll work in an agile environment solving real business problems. 3+ years experience preferred.","Business Development Executive exciting opportunity for a business development executive at turner, schneider and johnson. must be proficient in communication, sales strategy, crm, client relationship management, cold calling, excel, negotiation, lead generation, with practical exposure to lead generation and excel. you'll work in an agile environment solving real business problems. 3+ years experience preferred. Communication Sales Strategy CRM Client Relationship Management Cold Calling Excel Negotiation Lead Generation",3
JOB00347,HR Executive,HR,Jones PLC,Ahmedabad,Communication; Onboarding; Employee Engagement; Excel,8-11 years,20-25,"Exciting opportunity for a HR Executive at Jones PLC. Must be proficient in Communication, Onboarding, Employee Engagement, Excel, with practical exposure to Communication and Onboarding. You'll work in an agile environment solving real business problems. 8+ years experience preferred.","['Communication', 'Onboarding', 'Employee Engagement', 'Excel']",Communication Onboarding Employee Engagement Excel,8.0,11.0,9.5,20.0,25.0,22.5,"exciting opportunity for a hr executive at jones plc. must be proficient in communication, onboarding, employee engagement, excel, with practical exposure to communication and onboarding. you'll work in an agile environment solving real business problems. 8+ years experience preferred.","HR Executive exciting opportunity for a hr executive at jones plc. must be proficient in communication, onboarding, employee engagement, excel, with practical exposure to communication and onboarding. you'll work in an agile environment solving real business problems. 8+ years experience preferred. Communication Onboarding Employee Engagement Excel",1
JOB00326,Talent Acquisition Specialist,HR,"Martinez, Richardson and Curry",Chennai,Recruitment; Payroll; Onboarding; Conflict Resolution; HRIS; Performance Management,4-7 years,11-16,"We are looking for a Talent Acquisition Specialist to join our growing team. The ideal candidate has hands-on experience with Recruitment, Payroll, Onboarding, Conflict Resolution, HRIS, Performance Management and can work independently on HRIS-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Onboarding initiatives, and driving continuous improvement. 4+ years of relevant experience required.","['Recruitment', 'Payroll', 'Onboarding', 'Conflict Resolution', 'HRIS', 'Performance Management']",Recruitment Payroll Onboarding Conflict Resolution HRIS Performance Management,4.0,7.0,5.5,11.0,16.0,13.5,"we are looking for a talent acquisition specialist to join our growing team. the ideal candidate has hands-on experience with recruitment, payroll, onboarding, conflict resolution, hris, performance management and can work independently on hris-driven projects. responsibilities include collaborating with cross-functional teams, contributing to onboarding initiatives, and driving continuous improvement. 4+ years of relevant experience required.","Talent Acquisition Specialist we are looking for a talent acquisition specialist to join our growing team. the ideal candidate has hands-on experience with recruitment, payroll, onboarding, conflict resolution, hris, performance management and can work independently on hris-driven projects. responsibilities include collaborating with cross-functional teams, contributing to onboarding initiatives, and driving continuous improvement. 4+ years of relevant experience required. Recruitment Payroll Onboarding Conflict Resolution HRIS Performance Management",1
JOB00507,Nutrition Consultant,Health and Fitness,"Carter, Garcia and Murphy",Ahmedabad,First Aid; CPR Certified; Nutrition Planning; Client Assessment,6-9 years,6-12,"We are looking for a Nutrition Consultant to join our growing team. The ideal candidate has hands-on experience with First Aid, CPR Certified, Nutrition Planning, Client Assessment and can work independently on Client Assessment-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to First Aid initiatives, and driving continuous improvement. 6+ years of relevant experience required.","['First Aid', 'CPR Certified', 'Nutrition Planning', 'Client Assessment']",First Aid CPR Certified Nutrition Planning Client Assessment,6.0,9.0,7.5,6.0,12.0,9.0,"we are looking for a nutrition consultant to join our growing team. the ideal candidate has hands-on experience with first aid, cpr certified, nutrition planning, client assessment and can work independently on client assessment-driven projects. responsibilities include collaborating with cross-functional teams, contributing to first aid initiatives, and driving continuous improvement. 6+ years of relevant experience required.","Nutrition Consultant we are looking for a nutrition consultant to join our growing team. the ideal candidate has hands-on experience with first aid, cpr certified, nutrition planning, client assessment and can work independently on client assessment-driven projects. responsibilities include collaborating with cross-functional teams, contributing to first aid initiatives, and driving continuous improvement. 6+ years of relevant experience required. First Aid CPR Certified Nutrition Planning Client Assessment",5
JOB00068,Frontend Developer,Web Development,Novak and Sons,Delhi NCR,CSS; JavaScript; Responsive Design; Node.js; HTML; React; Git; TypeScript,1-4 years,7-9,"Novak and Sons is hiring a Frontend Developer for our Delhi NCR office. You will use CSS, JavaScript, Responsive Design, Node.js, HTML, React, Git, TypeScript daily and help scale our Node.js capabilities. We value strong fundamentals in TypeScript and a collaborative mindset. Minimum 1 years of experience in a similar role.","['CSS', 'JavaScript', 'Responsive Design', 'Node.js', 'HTML', 'React', 'Git', 'TypeScript']",CSS JavaScript Responsive Design Node.js HTML React Git TypeScript,1.0,4.0,2.5,7.0,9.0,8.0,"novak and sons is hiring a frontend developer for our delhi ncr office. you will use css, javascript, responsive design, node.js, html, react, git, typescript daily and help scale our node.js capabilities. we value strong fundamentals in typescript and a collaborative mindset. minimum 1 years of experience in a similar role.","Frontend Developer novak and sons is hiring a frontend developer for our delhi ncr office. you will use css, javascript, responsive design, node.js, html, react, git, typescript daily and help scale our node.js capabilities. we value strong fundamentals in typescript and a collaborative mindset. minimum 1 years of experience in a similar role. CSS JavaScript Responsive Design Node.js HTML React Git TypeScript",2
JOB00080,Mobile App Developer,Android Development,"Hensley, Powell and David",Chennai,Java; Git; REST API; SQLite; MVVM,1-4 years,16-18,"Hensley, Powell and David is hiring a Mobile App Developer for our Chennai office. You will use Java, Git, REST API, SQLite, MVVM daily and help scale our Git capabilities. We value strong fundamentals in SQLite and a collaborative mindset. Minimum 1 years of experience in a similar role.","['Java', 'Git', 'REST API', 'SQLite', 'MVVM']",Java Git REST API SQLite MVVM,1.0,4.0,2.5,16.0,18.0,17.0,"hensley, powell and david is hiring a mobile app developer for our chennai office. you will use java, git, rest api, sqlite, mvvm daily and help scale our git capabilities. we value strong fundamentals in sqlite and a collaborative mindset. minimum 1 years of experience in a similar role.","Mobile App Developer hensley, powell and david is hiring a mobile app developer for our chennai office. you will use java, git, rest api, sqlite, mvvm daily and help scale our git capabilities. we value strong fundamentals in sqlite and a collaborative mindset. minimum 1 years of experience in a similar role. Java Git REST API SQLite MVVM",4
JOB00342,HR Generalist,HR,"Winters, Newman and Brown",Hyderabad,Recruitment; HRIS; Employee Engagement; Excel; Payroll; Communication,4-7 years,18-24,"Winters, Newman and Brown is hiring a HR Generalist for our Hyderabad office. You will use Recruitment, HRIS, Employee Engagement, Excel, Payroll, Communication daily and help scale our Communication capabilities. We value strong fundamentals in Employee Engagement and a collaborative mindset. Minimum 4 years of experience in a similar role.","['Recruitment', 'HRIS', 'Employee Engagement', 'Excel', 'Payroll', 'Communication']",Recruitment HRIS Employee Engagement Excel Payroll Communication,4.0,7.0,5.5,18.0,24.0,21.0,"winters, newman and brown is hiring a hr generalist for our hyderabad office. you will use recruitment, hris, employee engagement, excel, payroll, communication daily and help scale our communication capabilities. we value strong fundamentals in employee engagement and a collaborative mindset. minimum 4 years of experience in a similar role.","HR Generalist winters, newman and brown is hiring a hr generalist for our hyderabad office. you will use recruitment, hris, employee engagement, excel, payroll, communication daily and help scale our communication capabilities. we value strong fundamentals in employee engagement and a collaborative mindset. minimum 4 years of experience in a similar role. Recruitment HRIS Employee Engagement Excel Payroll Communication",1
